Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Plumbing,Building and Construction,NoIntFee,"8,492.80",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-III-in-Plumbing-Mechanical-Apprenticeship,English,D,"The Certificate III in Plumbing, Mechanical Stream, provides comprehensive training for all plumbing and gasfitting apprentices, and covers the practical and theoretical aspects of the industry.",Commercial plumber (general and mechanical plumbing)Mechanical plumber (domestic and commercial),Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Plumbing and Services,Building and Construction,NoIntFee,"17,700.00",AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-IV-in-Plumbing-and-Services,English,D,"Become a licensed plumber and expand your employment opportunities in the field. When you complete the Certificate IV in Plumbing and Services, you'll be able to work on a broad range of plumbing jobs.",This training satisfies the requirements of the Victorian Building Authority in issuing licences for those setting up and managing an independent plumbing business.,Australia,No,Yes,No,Yes,No,,Normal,Yes
SHORT COURSES,Holmesglen Institute,Melbourne,Design and Install Grid Connect PV Systems,Building and Construction,NoIntFee,"1,995.00",AUD,Years,5.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Design-and-Install-Grid-Connect-PV-Systems,English,D,This course provides nationally accredited training for electricians in the design and installation of grid-connected PV systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Design and Install Grid Connect PV Systems,Building and Construction,NoIntFee,"1,995.00",AUD,Years,5.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Design-and-Install-Grid-Connect-PV-Systems,English,D,This course provides nationally accredited training for electricians in the design and installation of grid-connected PV systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Grid Connected PV with Battery Storage,Building and Construction,NoIntFee,"1,925.00",AUD,Years,4.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connected-PV-with-Battery-Storage,English,D,The Grid Connected PV with Battery Storage short course provides nationally accredited training for electricians in the installation of grid-connected PV battery storage systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Grid Connect PV Systems - Design only,Building and Construction,NoIntFee,"1,180.00",AUD,Years,3.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connect-PV-Systems-Design-only,English,D,This Grid Connect PV Systems - Design only course is training in battery storage design for electricians who want to gain skills to design only grid-connected PV systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Grid Connect PV Systems - Design only,Building and Construction,NoIntFee,"1,180.00",AUD,Years,3.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connect-PV-Systems-Design-only,English,D,This Grid Connect PV Systems - Design only course is training in battery storage design for electricians who want to gain skills to design only grid-connected PV systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Stand Alone Power Systems,Building and Construction,NoIntFee,"2,410.00",AUD,Years,6.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Stand-Alone-Power-Systems,English,D,This course is designed for electricians to gain the required skills to design and install stand-alone power systems (off-grid PV).,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Grid-Connected PV Design Accreditation Skill Set,Building and Construction,NoIntFee,"1,148.00",AUD,Years,,,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Grid-Connected-PV-Design-Accreditation-Skill-Set-Non-Electricians,English,D,The grid-connected PV design accreditation skill set is designed for engineers and project managers and those who are not qualified electricians.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Course in Working Safely in the Solar Industry,Building and Construction,NoIntFee,0,AUD,Years,6.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Course-in-Working-Safely-in-the-Solar-Industry,English,D,The 22515VIC Course in Working Safely in the Solar Industry is targeted at persons seeking to work in the solar industry with the installation of photovoltaic and solar water systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Course in Working Safely in the Solar Industry,Building and Construction,NoIntFee,0,AUD,Years,6.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Renewable-Energy/Course-in-Working-Safely-in-the-Solar-Industry,English,D,The 22515VIC Course in Working Safely in the Solar Industry is targeted at persons seeking to work in the solar industry with the installation of photovoltaic and solar water systems.,None,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Work Health and Safety,Building and Construction,NoIntFee,"4,186.00",AUD,Years,5.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Certificate-IV-in-Work-Health-and-Safety,English,D,"The Certificate IV in Work Health and Safety will help you develop your knowledge of key workplace safety. This course covers effective risk management, applying relevant WHS/OHS laws and legislative framework, contributing  to WHS/OHS consultation within the workplace, incident and emergency response, contractor compliance as well as rehabilitation and return to work.","WHSE/OHSE officer, coordinator, manager, supervisor, consultant or advisor.",Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Low Voltage Rescue and CPR,Building and Construction,NoIntFee,225,AUD,Years,1.0,Day,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Low-Voltage-Rescue-and-CPR,English,D,This Low Voltage Rescue and CPR short course is designed for qualified electricians to gain the skills necessary to carry out risk assessment and perform safe low voltage rescue and CPR in electrical hazardous situations.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Provide First Aid Level 2,Building and Construction,NoIntFee,395,AUD,Years,2.0,Days,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Provide-First-Aid-Level-2,English,D,This Provide First Aid Level 2 short course will provide you with the skills and knowledge to perform First Aid in the workplace.,None,Australia,No,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Holmesglen Institute,Melbourne,Provide First Aid Level 2 Update,Building and Construction,NoIntFee,265,AUD,Years,,,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Building-and-Construction/Workplace-Health-and-Safety/Provide-First-Aid-Level-2-Update,English,D,This program is suitable for applicants who hold a current/valid First Aid Level 2/Senior First Aid Accreditation and require an update.,None,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Allied Health Assistance,Community and Health Sciences,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Allied-Health-Assistance-VET-Delivered-to-Secondary-Students,English,D,This Certificate III in Allied Health Assistance gives secondary school students a chance to commence their studies as an allied health assistant.,therapy assistantphysiotherapy assistantallied health assistantassistant in nursinghealth services assistant,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Health Services Assistance,Community and Health Sciences,NoIntFee,"3,686.00",AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Health-Services-Assistance,English,D,"Study the Certificate III in Health Services Assistance to become a health services assistant, working across health disciplines to assist other health professionals with patients.",orderlywards personwards assistantpatient care assistantpatient service attendantpatient support assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Health Services Assistance,Community and Health Sciences,NoIntFee,NoLocalFee,AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-III-in-Health-Services-Assistance-Operating-Theatre-Technician,English,D,"Study the Certificate III in Health Services Assistance to become a health services assistant, specialising as an operating theatre technician.",Operating theatre technician,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Allied Health Assistance,Community and Health Sciences,NoIntFee,"9,588.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Certificate-IV-in-Allied-Health-Assistance-Physiotherapy-Occupational-Therapy,English,D,Study the Certificate IV in Allied Health Assistance at Holmesglen and become an important part of the healthcare sector.,therapy assistantphysiotherapy assistantoccupational therapy assistantcommunity rehabilitation assistantallied health assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
SHORT COURSES,Holmesglen Institute,Workplace,Infection control Skill Set (Food Handling),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Food-Handling-Online,English,D,This free infection control skill set for food handling workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Holmesglen Institute,Online,Infection control Skill Set (Food Handling),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Food-Handling-Online,English,D,This free infection control skill set for food handling workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Holmesglen Institute,Workplace,Infection control Skill Set (Retail),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Retail-Online,English,D,This free infection control skill set for retail workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Holmesglen Institute,Online,Infection control Skill Set (Retail),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Retail-Online,English,D,This free infection control skill set for retail workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Holmesglen Institute,Workplace,Infection control Skill Set (Transport and Logistics),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Transport-and-Logistics-Online,English,D,This free infection control skill set for transport and logistics workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Holmesglen Institute,Online,Infection control Skill Set (Transport and Logistics),Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Allied-Health/Infection-control-Skill-Set-Transport-and-Logistics-Online,English,D,This free infection control skill set for transport and logistics workers is an online short course designed to help staff in critical industries identify and manage the ongoing risk of coronavirus (COVID-19) infections.,None,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Individual Support,Community and Health Sciences,NoIntFee,"7,432.25",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Community-Services/Certificate-III-in-Individual-Support-Ageing,English,D,Develop the skills to provide person-centred support to older people in an aged care setting with our Certificate III in Individual Support (Ageing).,personal care assistantnursing assistantpersonal care workercommunity worker,Australia,No,Yes,No,Yes,No,,Normal,Yes
