Face_to_Face,City,Prerequisite_1,Availability,Part_Time,Duration,Distance,Currency,University,Description,Remarks,Prerequisite_2_grade_2,Full_Time,Prerequisite_2,Prerequisite_3_grade_3,Int_Fees,Blended,Duration_Time,Prerequisite_1_grade_1,Level_Code,Course_Lang,Prerequisite_3,Offline,Website,Country,Local_Fees,Career_Outcomes/path,Course,Currency_Time,Online,Faculty
Yes,Brisbane,ATAR,A,Yes,1.0,No,AUD,Queensland University of Technology,"Be at the cutting edge of a booming new field of expertise that can be applied across industries. Translate data into insight and intelligence to be able to drive change and make key decisions. Solve domain-relevant problems by synthesising knowledge from mathematics, statistics, computer science, information systems and business process management. Learn from expert academics and leading researchers who apply data science and data analytics to a range of real-world challenges, and who have world-wide industry connections.",,6.5,Yes,IELTS,Year 12,"34,100",Yes,Year,N/A,MST,English,Equivalent ,Yes,https://www.qut.edu.au/courses/master-of-data-analytics,Australia,"24,700","Data Analyst, Data Analytics Specialist, Data Systems Developer, Data-Driven Decision Maker",Master of Data Analytics,Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,Yes,2.0,No,AUD,Queensland University of Technology,Business Analysis Business Process Management Computer Science Cyber Security and Networks (updated for 2020) Data Science Enterprise Systems Executive IT (new for 2020) Software Development (new for 2020).,,6.5,Yes,IELTS,Year 12,"34,700",Yes,Years,N/A,MST,English,Equivalent ,Yes,https://www.qut.edu.au/courses/master-of-information-technology,Australia,"24,700","Business Analyst, Computer Salesperson/Marketer, Computer Scientist, Computer Systems Engineer, Computer-aided designer, Data Communications Specialist, Data Systems Developer, Data-Driven Decision Maker, Enterprise Consultant, Enterprise architect, IT project manager, Information Officer, Information Security Specialist, Programmer, Solution architect, Systems Analyst, Systems Manager, Systems Programmer, Systems Trainer, Web Designer",Master of Information Technology,Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,3.0,No,AUD,Queensland University of Technology,"Produce a substantial piece of research that contributes to the body of knowledge in your chosen specialisation. Maintain regular contact with supervisors and participate in University scholarly activities such as seminars, teaching and publication; a program of supervised research and investigation; and preparation of a thesis. External program candidates may research in a workplace away from QUT, either domestically or overseas.",,6.5,Yes,IELTS,Year 12,"30,300",No,Years,N/A,DOC,English,Equivalent ,Yes,https://www.qut.edu.au/courses/doctor-of-philosophy-science-engineering,Australia,"26,800",No career outcomes provided,Doctor of Philosophy (Hosted by Science and Engineering Faculty),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,Yes,8.0,No,AUD,Queensland University of Technology,Provides a premium pathway into QUT's Bachelor of Engineering (Honours). Develop academic and English language skills for successful study in the degree program. Complete in 8 months full-time. 12-month Diploma option available for February entry. Graduates will receive 1 year of credit for prior learning (advanced standing) towards the Bachelor of Engineering (Honours) degree.,,5.5,Yes,IELTS,Year 12,"29,828",Yes,Months,N/A,DIP,English,Equivalent ,Yes,https://www.qut.edu.au/courses/diploma-in-engineering,Australia,"8,600",No career outcomes provided,Diploma in Engineering,Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Gain skills and qualifications for designing industries such as oil and gas, LNG, water treatment, coal and minerals processing, food and beverages, pharmaceuticals, paper and sugar. Learn how to use chemistry, physics and business principles to design processes for making modern society’s energy (fuels), essential products (for example, water; pharmaceuticals), food and clean waste. Practice designing and managing these processes using assessment which mimics real industrial situations. Hone a creative ability required to come up with imaginative solutions to scientific issues. Learn from enthusiastic lecturers with recent real world industry experience.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-chemical-process,Australia,"7,000","Consultant, Project Manager",Bachelor of Engineering (Honours) (Chemical Process),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Study the design, development, manufacture and maintenance of the electronic systems of military and civilian aeroplanes, helicopters, spacecraft, satellites and unmanned aerial vehicles (UAVs). Learn in the field with trips to the facilities of industry leaders and be involved in research projects. Specialise in aerodynamics, aircraft control systems, avionics navigation and communications, aircraft and satellite system design. Graduate with an internationally recognised qualification.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-electrical-and-aerospace,Australia,"7,000","Aerospace Avionics Engineer, Electrical Engineer, Engineer",Bachelor of Engineering (Honours) (Electrical and Aerospace),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Graduate with an internationally recognised qualification that provides you with career opportunities overseas. Study the design, research, development, planning, manufacture and management of electrical systems and devices. Prepares you to work in power, robotics, manufacturing, mining, bioengineering, telecommunications, transport, or transmission industries.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-electrical,Australia,"7,000","Electrical Engineer, Electrical and Computer Engineer, Medical Engineer",Bachelor of Engineering (Honours) (Electrical),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Turn energy into power and motion and learn to design, create, improve and maintain systems and machinery. Gain experience solving real world problems in technical analysis, operation and maintenance of equipment and systems. Work in industries such as manufacturing, mining, refrigeration and air-conditioning, transport and mechanical handling. Graduate with an internationally recognised qualification.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-mechanical,Australia,"7,000","Mechanical Engineer, Mining Engineer, Project Manager",Bachelor of Engineering (Honours) (Mechanical),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Combine mechanical and electrical engineering and computing to work in the high-tech field of automated systems and robotics. Prepares you to work as a consultant, project manager, designer, instrumentation or maintenance engineer with automobile and aerospace manufacturers, food processing companies, or in communication and software development. Graduate with an internationally recognised qualification.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-mechatronics,Australia,"7,000","Electrical Engineer, Electrical and Computer Engineer, Medical Engineer",Bachelor of Engineering (Honours) (Mechatronics),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,4.0,No,AUD,Queensland University of Technology,"Learn to design, manufacture and maintain medical and surgical equipment. Combine physical, chemical, mathematical and computer sciences with engineering principles to study human biology and the use of technology to improve health quality. Study biofluids, biomaterials, human physiology, modelling and simulation, and instrumentation and control. Opportunities for overseas study and work. Graduate with an internationally recognised qualification.",,6.5,Yes,IELTS,Year 12,"39,300",No,Years,75.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-medical,Australia,"7,000","Biomechanical Engineer, Biomedical Engineer, Medical Engineer, Medical Equipment Sales",Bachelor of Engineering (Honours) (Medical),Years,No,"Science, Technology, Engineering and Maths (STEM)"
Yes,Brisbane,ATAR,A,No,5.0,No,AUD,Queensland University of Technology,"Enhance your engineering capabilities with skills in mathematical modelling, analysis and design to help solve complex problems. Complete 2 degrees in 5 years full-time. Choose from any engineering major: civil, computer and software systems, electrical, electrical and aerospace, mechatronics, mechanical, medical or chemical process engineering. Our engineering degree includes honours-level content integrated throughout the course. Specialise in applied and computational mathematics, operations research or statistics.",,6.5,Yes,IELTS,Year 12,"36,700",No,Years,89.00,HONS,English,Equivalent ,Yes,https://www.qut.edu.au/courses/bachelor-of-engineering-honours-bachelor-of-mathematics,Australia,"6,000","Actuary, Aerospace Avionics Engineer, Bioengineer, Biomechanical Engineer, Biomedical Engineer, Business Analyst, Business Risk and Governance Consultant, Civil Engineer, Clinical Data Manager, Computer Systems Engineer, Electrical Engineer, Electrical and Computer Engineer, Engineer, Environmental Engineer, Mechanical Engineer, Medical Engineer, Quantitative Analyst, Research Assistant, Research Scientist, Software Engineer, Statistician, Transport engineering specialist",Bachelor of Engineering (Honours)/Bachelor of Mathematics,Years,No,Double Degree
